traditional,simplified,pinyin,translation,level,numerical_pinyin,pinyin_check,exclude
整齊,整齐,zhěngqí,"in good order, neat, tidy, even, regular",3,zheng3 qi2,zhěngqí,False
整天,整天,zhěngtiān,"all day long, whole day",3,zheng3 tian1,zhěngtiān,False
整整,整整,zhěngzhěng,"fully, full, whole",3,zheng3 zheng3,zhěngzhěng,False
整體,整体,zhěngtǐ,"integrity, allness, entirety, integer, integral, monolith, entireness, ensemble, wholeness, entire, tout ensemble, whole, totality, unity",3,zheng3 ti3,zhěngtǐ,False
正式,正式,zhèngshì,formal (of actions/speeches/etc.),3,zheng4 shi4,zhèngshì,False
正,正,zhèng,"precisely, punctually",3,zheng4,zhèng,False
證,证,zhèng,"certificate, proof, to prove, to demonstrate, to confirm, variant of 症[zheng4]",3,zheng4,zhèng,False
證據,证据,zhèngjù,"support, telltale, testification, witness, case, testimonial, documentation, grounds, evidential, token, proof, earnest, testimony, cogent evidence, attestation, testament, evidence",3,zheng4 ju4,zhèngjù,False
證件,证件,zhèngjiàn,"certificate, papers, credentials, document, ID",3,zheng4 jian4,zhèngjiàn,False
支,支,zhī,m.[general],3,zhi1,zhī,False
支持,支持,zhīchí,"sustain, hold out, bear;support, back, stand by",3,zhi1 chi2,zhīchí,False
支付,支付,zhīfù,"pay (money), defray",3,zhi1 fu4,zhīfù,False
證明,证明,zhèngmíng,"prove, testify, bear out",3,zheng4 ming2,zhèngmíng,False
只,只,zhǐ,"only, merely",3,zhi3,zhǐ,False
直播,直播,zhíbō,"live broadcast (not recorded), direct Internet broadcasting, (agriculture) direct seeding",3,zhi2 bo1,zhíbō,False
直,直,zhí,"directly, straight, continuously, just, simply",3,zhi2,zhí,False
直到,直到,zhídào,"until, up to",3,zhi2 dao4,zhídào,False
值得,值得,zhí de,"be worth, merit, pay, rate, behove, worthwhile, worth, worthy, deserve, call_for, command",3,zhi2 de,zhíde,False
值,值,zhí,be worth,3,zhi2,zhí,False
職工,职工,zhígōng,"workers, staff, CL:個|个[ge4]",3,zhi2 gong1,zhígōng,False
職業,职业,zhíyè,"metier, vocation, iceman, mystery, engagement, work, walk of life, employment, job, occupational group, ploy, craft, trade, avocation, employ, racket, pursuit, profession, situation, line, occupation, position, calling, walk_of_life, career, billet, duty, living, shop",3,zhi2 ye4,zhíyè,False
只好,只好,zhǐhǎo,"can only, have no choice but, have to, be forced to",3,zhi3 hao3,zhǐhǎo,False
只有,只有,zhǐyǒu,"can only, have no choice but, to be forced to",3,zhi3 you3,zhǐyǒu,False
只是,只是,zhǐshì,"merely, only, just, simply be",3,zhi3 shi4,zhǐshì,False
指,指,zhǐ,refer to,3,zhi3,zhǐ,False
指導,指导,zhǐdǎo,"guide, direct",3,zhi3 dao3,zhǐdǎo,False
指出,指出,zhǐchū,"point, point_out, catch_out, bespeak, indicate, denote, point out (that), note, show, designate, point out",3,zhi3 chu1,zhǐchū,False
至少,至少,zhìshǎo,"leastwise, leastways, at (the) least, at_least, only, fully, even a little, at least, at any rate, in the least, at least, at the least",3,zhi4 shao3,zhìshǎo,False
至今,至今,zhìjīn,"thus_far, up_to_now, until_now, so far, to this day, up to now, to date, hitherto, erenow",3,zhi4 jin1,zhìjīn,False
志願者,志愿者,zhìyuànzhě,volunteer,3,zhi4 yuan4 zhe3,zhìyuànzhě,False
制度,制度,zhìdù,"ism, organization, dispensation, regimen, machine, regulations, form, system, regime, organisation, economy, institutional, institution",3,zhi4 du4,zhìdù,False
制定,制定,zhìdìng,"formulate, draft",3,zhi4 ding4,zhìdìng,False
製作,制作,zhìzuò,"make, manufacture",3,zhi4 zuo4,zhìzuò,False
志願,志愿,zhìyuàn,"aspiration, wish, ideal",3,zhi4 yuan4,zhìyuàn,False
製造,制造,zhìzào,"make, manufacture, engineer, create, fabricate",3,zhi4 zao4,zhìzào,False
中部,中部,zhōngbù,"central section, middle",3,zhong1 bu4,zhōngbù,False
中華民族,中华民族,Zhōnghuámínzú,"the Chinese nation, Ch. people",3,zhong1 hua2 min2 zu2,zhōnghuámínzú,False
鐘,钟,zhōng,"timekeeper, timepiece, ticker, carillon, Zhong, time, bell, handleless cup, chime, gong, carillon playing, bell ringing, clock, Surname",3,zhong1,zhōng,False
終於,终于,zhōngyú,"in the last analysis, at long last, at last, lastly, ultimately, all things considered, out, on the whole, at_last, eventually, in the final analysis, finally",3,zhong1 yu2,zhōngyú,False
種,种,zhǒng,m.[kind],3,zhong3,zhǒng,False
種子,种子,zhǒngzi,"pippin, berry, pip, edible seed, key, spore, seed, canary seed",3,zhong3 zi,zhǒngzi,False
週圍,周围,zhōuwéi,"all around, circumference, circumambience, compass, ambit, periphery, circumambiency, round, surrounding, perimeter, environment, precinct, vicinity, circuit, ambience, around",3,zhou1 wei2,zhōuwéi,False
重大,重大,zhòngdà,"great, major, crucial, weighty, whang, fatal, significant, grave",3,zhong4 da4,zhòngdà,False
豬,猪,zhū,"piggy, porcine, pig, porker, hoggery, Sus scrofa, piggish, hog, piggery, swine",3,zhu1,zhū,False
主持,主持,zhǔchí,"preside, head, care of, take care of, preside over, chair, minister, sponsor, direct, uphold, direction, take charge/care of, take charge of, moderate, emcee, celebrate, manage, host, mastermind, officiate, stand for, managment, run, take charge, compere",3,zhu3 chi2,zhǔchí,False
主動,主动,zhǔdòng,on one's own initiative,3,zhu3 dong4,zhǔdòng,False
主張,主张,zhǔzhāng,"advocate, stand for, maintain, hold",3,zhu3 zhang1,zhǔzhāng,False
主意,主意,zhǔyi,"idea, plan, decision, definite view",3,zhu3 yi,zhǔyi,False
主任,主任,zhǔrèn,"head, principal, captain, chair, director, head teacher, chief, chairman, school principal",3,zhu3 ren4,zhǔrèn,False
抓,抓,zhuā,"clutch, cop, grab, press-gang, scrape, arrest, hent, catch, pay special attention to, be responsible for, scratch up, take charge of, paw, grasp, scratch, claw, nab, clapperclaw, glom, seize, capture, snatch, prehend, stress",3,zhua1,zhuā,False
祝,祝,zhù,"bless, invoke blessing, express good wishes, wish",3,zhu4,zhù,False
注意,注意,zhù yì,"pay attention to, take note of",3,zhu4 yi4,zhùyì,False
專家,专家,zhuānjiā,"guru, pundit, adept, expertise, professional person, specializer, specialist, proficient, whiz, oner, expert, swami, savant, dab, professional, authority, stunner, technician",3,zhuan1 jia1,zhuānjiā,False
專門,专门,zhuānmén,"special, specialized",3,zhuan1 men2,zhuānmén,False
抓住,抓住,zhuā zhù,"clutch, grip, grab, kep, nail, grapple, get_hold_of, catch, seize hold of, take_hold_of, grip sb.'s attention, cleek, grasp, hold, nab, seize, tackle, capture, snatch, take, take hold of, prehend, catch hold of, glaum, hold on",3,zhua1 zhu4,zhuāzhù,False
專題,专题,zhuāntí,special subject/topic,3,zhuan1 ti2,zhuāntí,False
專業,专业,zhuānyè,professional,3,zhuan1 ye4,zhuānyè,False
轉,转,zhuǎn,"turn, revolve, rotate",3,zhuan3,zhuǎn,False
轉變,转变,zhuǎnbiàn,"change, transform",3,zhuan3 bian4,zhuǎnbiàn,False
狀況,状况,zhuàngkuàng,"repair, background, picture, state (of affairs), state of affairs, status, gear, scene, setting, scope, condition, state, circumstance, trimness, context, showing, trim, factor, condition/state (of affairs), situation, shoes, consideration, place",3,zhuang4 kuang4,zhuàngkuàng,False
狀態,状态,zhuàngtài,"repair, form, lie, state (of affairs), state of affairs, fix, status, going, plight, phase, condition, state, trimness, attitude, trim, shape, situation, posture, position, fettle, mode, predicament",3,zhuang4 tai4,zhuàngtài,False
準,准,zhǔn,"accurate, exact",3,zhun3,zhǔn,False
資格,资格,zīge,"claim, credential, prerequisite, character, capability, qualifications, requirement, qualification, capacity, root/basis part of a character, status, sufficiency, seniority, competence, fitness, competency, condition",3,zi1 ge2,zīgé,True
追,追,zhuī,"reminiscence, to pursue, course, reminisce, trace, chase after, recall, follow, chase, pursue, go after, to chase after, look into, pursuit, heel, chevy, find out, get to the bottom of, seek, run after",3,zhui1,zhuī,False
資金,资金,zījīn,"principal_sum, fund, bankroll, finance, coffer, ante, grubstake, munition, wherewithal, capital, working capital",3,zi1 jin1,zījīn,False
自從,自从,zìcóng,since,3,zi4 cong2,zìcóng,False
子女,子女,zǐnǚ,"sons and daughters, children",3,zi3 nv3,zǐnǚ,False
自動,自动,zìdòng,automatic,3,zi4 dong4,zìdòng,False
自然,自然,zìran,natural world,3,zi4 ran2,zìrán,True
自覺,自觉,zìjué,be conscious/aware,3,zi4 jue2,zìjué,False
自身,自身,zìshēn,"self, oneself",3,zi4 shen1,zìshēn,False
縂,总,zǒng,"always, invariably, anyway, after all, inevitably, sooner or later",3,zong3,zǒng,False
自主,自主,zìzhǔ,"be one's own master, take initiative",3,zi4 zhu3,zìzhǔ,False
足夠,足够,zúgòu,"fully, enough, last, amply, suffice, sufficiently",3,zu2 gou4,zúgòu,False
總是,总是,zǒngshì,always,3,zong3 shi4,zǒngshì,False
組合,组合,zǔhé,"make up, compose, unite",3,zu3 he2,zǔhé,False
足球,足球,zúqiú,"soccer, football",3,zu2 qiu2,zúqiú,False
作品,作品,zuòpǐn,"writing, musical composition, whole kit and caboodle, works (of literature, artwork, kit and caboodle, product, whole works, creation, full treatment, kit and boodle, whole kit and boodle, works (of literature/art), composition, thing, piece of music, workpiece, output, art), written material, opus, whole shebang, whole caboodle, production, whole kit, piece, workmanship, wo",3,zuo4 pin3,zuòpǐn,False
左右,左右,zuǒyòu,left and right,3,zuo3 you4,zuǒyòu,False
總結,总结,zǒngjié,"to sum up, to conclude, summary, résumé, CL:個|个[ge4]",3,zong3 jie2,zǒngjié,False
做客,做客,zuò kè,to be a guest or visitor,3,zuo4 ke4,zuòkè,False
作者,作者,zuòzhě,"composer, author, writer, wright, paragrapher, auteur, paternity",3,zuo4 zhe3,zuòzhě,False
阿姨,阿姨,āyí,"aunt, child's address to woman of similar age as parents, girl, babysitter, aunty, elderly unattached woman, cr#4 eche attendant, maiden aunt, family nurse, nursery/cr#4eche attendant, nurse, mother's sister, auntie, nursery eche attendant, child's address to woman of similar age, one's mother's sister",4,a1 yi2,āyí,False
啊,啊,a,particle: used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation,4,a,a,False
愛國,爱国,àiguó,"love one's country, patriotic",4,ai4 guo2,àiguó,False
矮,矮,ǎi,"short (of stature), low",4,ai3,ǎi,False
愛護,爱护,àihù,"cherish, treasure, take good care of",4,ai4 hu4,àihù,False
矮小,矮小,ǎixiǎo,"short and small, low and small, undersized",4,ai3 xiao3,ǎixiǎo,False
按時,按时,ànshí,"on time, before deadline, on schedule",4,an4 shi2,ànshí,False
安置,安置,ānzhì,"find place for, help settle down, arrange for",4,an1 zhi4,ānzhì,False
暗示,暗示,ànshì,"(drop a) hint, suggest",4,an4 shi4,ànshì,False
安,安,ān,"surname An, content, calm, still, quiet, safe, secure, in good health, to find a place for, to install, to fix, to fit, to bring (a charge against sb), to pacify, to harbor (good intentions), security, safety, peace, ampere",4,an1,ān,False
百貨,百货,bǎihuò,general merchandise,4,bai3 huo4,bǎihuò,False
暗,暗,àn,"unclear, dull, hidden, dim, dusk, secret, dark",4,an4,àn,False
擺,摆,bǎi,"place, put, arrange",4,bai3,bǎi,False
擺動,摆动,bǎidòng,"to sway, to swing, to move back and forth, to oscillate",4,bai3 dong4,bǎidòng,False
巴士,巴士,bāshì,bus,4,ba1 shi4,bāshì,False
擺脫,摆脱,bǎi tuō,"disembroil, free oneself, cast/shake off, fling_off, break away from, shake_off, disinvolve, disentangle, shake off, shift, wangle, cast off, extricate oneself from, shake, waste, free oneself from, disburden, ditch, manage, lose, cast, unload, extricate oneself, prescind, unship, slip, wriggle, shunt",4,bai3 tuo1,bǎituō,False
辦事,办事,bàn shì,"dispose, handle affairs, work",4,ban4 shi4,bànshì,False
包裹,包裹,bāoguǒ,"to wrap up, to bind up, bundle, parcel, package, CL:個|个[ge4]",4,bao1 guo3,bāoguǒ,False
敗,败,bài,"defeat, fail, lose, counteract, be defeated, beat, spoil, decay, wither",4,bai4,bài,False
包括,包括,bāokuò,"consist_of, consist of, subtend, embrace, comprise, incorporate, embody, involve, count, subsume, take_in, comprehend, incorporation, include, comprize, run, cover, package, consist in",4,bao1 kuo4,bāokuò,False
寶,宝,bǎo,treasure,4,bao3,bǎo,False
包含,包含,bāohán,"comprehend, consist of, subtend, imply, boast, go, colligate, include, hold, encompass, embrace, bear, carry, comprise, incorporate, cover, embody, connote, consist in, house, subsume, contain",4,bao1 han2,bāohán,False
寶寶,宝宝,bǎobao,"pet, sonny, darling baby, precious baby, baby, precious, poppet, sweetie, precious/darling baby",4,bao3 bao3,bǎobǎo,True
寶貝,宝贝,bǎobèi,"treasured object, treasure, darling, baby, cowry, good-for-nothing, odd character",4,bao3 bei4,bǎobèi,False
寶貴,宝贵,bǎoguì,"valuable, precious",4,bao3 gui4,bǎoguì,False
寶石,宝石,bǎoshí,"precious stone, gem",4,bao3 shi2,bǎoshí,False
保守,保守,bǎoshǒu,conservative,4,bao3 shou3,bǎoshǒu,False
抱,抱,bào,"hold/carry in arms, adopt, hatch, brood",4,bao4,bào,False
背景,背景,bèijǐng,"context, circumstance, locale, background, ground, stage setting, mise en scene, groundwork, background knowledge, frame, milieu, backcloth, scene, setting, backdrop",4,bei4 jing3,bèijǐng,False
倍,倍,bèi,"-fold, multiplication, diameter, double, times, twice as much",4,bei4,bèi,False
保密,保密,bǎo mì,"maintain secrecy, hide, conceal, keep sth. secret, keep secret, hold_back",4,bao3 mi4,bǎomì,False
本科,本科,běnkē,"undergraduate course, undergraduate (attributive)",4,ben3 ke1,běnkē,False
薄,薄,báo,"lacking in warmth, infertile, light, cold, weak, thin, despise, flimsy",4,bo2,bó,True
比分,比分,bǐfēn,score,4,bi3 fen1,bǐfēn,False
畢業,毕业,bì yè,"graduate, finish school",4,bi4 ye4,bìyè,False
笨,笨,bèn,"dull, cumbersome, wooden-headed, clumsy, stupid, awkward",4,ben4,bèn,False
畢業生,毕业生,bìyèshēng,"alumnus, postgraduate, grad, alum, alumna, graduating class, graduate",4,bi4 ye4 sheng1,bìyèshēng,False
避,避,bì,"avoid, preclude, evade, repel, prevent, forbid, ward off, shun, keep away, forestall, foreclose, stay away from",4,bi4,bì,False
避免,避免,bìmiǎn,"forbear, preclude, refrain_from, forebear, escape, help, elude, leapfrog, refrain from, stave_off, evite, shun, obviate, avoid, evade, waive, help oneself, ward_off, ward, miss, avert, ward off, balk, refrain",4,bi4 mian3,bìmiǎn,False
被迫,被迫,bèipò,"forced, be forced, be compelled/forced, be compelled",4,bei4 po4,bèipò,False
辯論,辩论,biànlùn,"argue, debate",4,bian4 lun4,biànlùn,False
標志,标志,biāozhì,"earmark, banner, standing for, logo, symbol, marker, stamp, sign, symbolization, mark, emblem, seal, logotype, symbolizing, blip, marking, insignia",4,biao1 zhi4,biāozhì,False
編,编,biān,"group, arrangement, arrange, invent, entwine, weave, organize, edit, compilation, write, invention, pleach, cook up, plait, make up, braid, raddle, fabricate, compose, compile, fabrication",4,bian1,biān,False
表情,表情,biǎoqíng,"brow, air, countenance, glow, look, cast, visage, expression, facial expression, gesture, business, dramatics, facial gesture",4,biao3 qing2,biǎoqíng,False
表揚,表扬,biǎoyáng,"praise, commend",4,biao3 yang2,biǎoyáng,False
別,别,bié,don't,4,bie2,bié,False
冰,冰,bīng,ice,4,bing1,bīng,False
冰箱,冰箱,bīngxiāng,"frig, electric refrigerator, fridge, freezer, refrigerator, deepfreeze, icebox, reefer, cooler, refrigeratory",4,bing1 xiang1,bīngxiāng,False
冰雪,冰雪,bīngxuě,ice and snow,4,bing1 xue3,bīngxuě,False
兵,兵,bīng,"fighter, troops, armed force, arms, dogface, pawn in Ch. chess, military, weapons, private, soldier, ranker, joe, army, pawn, rank-and-file soldier",4,bing1,bīng,False
并,并,bìng,"to be side by side, simultaneously, and",4,bing4,bìng,False
不要緊,不要紧,bù yàojǐn,"unimportant, not serious, it doesn't matter, never mind, it looks all right, but",4,bu4 yao4 jin3,bùyàojǐn,False
